id,systems,source,name_en,name_uk,text_en,text_uk,effects,class_id,level,resource
monk-martial-arts,5.5e,SRD,Martial Arts,,"Your practice of martial arts gives you mastery of combat styles that use your Unarmed Strike and Monk weapons, which are the following:
- Simple Melee weapons
- Martial Melee weapons that have the Light property
You gain the following benefits while you are unarmed or wielding only Monk weapons and you aren't wearing armor or wielding a Shield.
_Bonus Unarmed Strike._ You can make an Unarmed Strike as a Bonus Action.
_Martial Arts Die._ You can roll 1d6 in place of the normal damage of your Unarmed Strike or Monk weapons. This die changes as you gain Monk levels, as shown in the Martial Arts column of the Monk Features table.
_Dexterous Attacks._ You can use your Dexterity modifier instead of your Strength modifier for the attack and damage rolls of your Unarmed Strikes and Monk weapons. In addition, when you use the Grapple or Shove option of your Unarmed Strike, you can use your Dexterity modifier instead of your Strength modifier to determine the save DC.",,,monk,1,
monk-unarmored-defense,5.5e,SRD,Unarmored Defense,,"While you aren't wearing armor or wielding a Shield, your base Armor Class equals 10 plus your Dexterity and Wisdom modifiers.",,,monk,1,
monk-monks-focus,5.5e,SRD,Monk's Focus,,"Your focus and martial training allow you to harness a well of extraordinary energy within yourself. This energy is represented by Focus Points. Your Monk level determines the number of points you have, as shown in the Focus Points column of the Monk Features table.
You can expend these points to enhance or fuel certain Monk features. You start knowing three such features: Flurry of Blows, Patient Defense, and Step of the Wind, each of which is detailed below.
When you expend a Focus Point, it is unavailable until you finish a Short or Long Rest, at the end of which you regain all your expended points.
Some features that use Focus Points require your target to make a saving throw. The save DC equals 8 plus your Wisdom modifier and Proficiency Bonus.
**_Flurry of Blows._** You can expend 1 Focus Point to make two Unarmed Strikes as a Bonus Action.
**_Patient Defense._** You can take the Disengage action as a Bonus Action. Alternatively, you can
expend 1 Focus Point to take both the Disengage and the Dodge actions as a Bonus Action.
**_Step of the Wind._** You can take the Dash action as a Bonus Action. Alternatively, you can expend 1 Focus Point to take both the Disengage and Dash actions as a Bonus Action, and your jump distance is doubled for the turn.",,,monk,2,
monk-unarmored-movement,5.5e,SRD,Unarmored Movement,,"Your speed increases by 10 feet while you aren't wearing armor or wielding a Shield. This bonus increases when you reach certain Monk levels, as shown on the Monk Features table.",,,monk,2,
monk-uncanny-metabolism,5.5e,SRD,Uncanny Metabolism,,"When you roll Initiative, you can regain all expended Focus Points. When you do so, roll your Martial Arts die, and regain a number of Hit Points equal to your Monk level plus the number rolled.
Once you use this feature, you can't use it again until you finish a Long Rest.",,,monk,2,
monk-deflect-attacks,5.5e,SRD,Deflect Attacks,,"When an attack roll hits you and its damage includes Bludgeoning, Piercing, or Slashing damage, you can take a Reaction to reduce the attack's total damage against you. The reduction equals 1d10 plus your Dexterity modifier and Monk level.
If you reduce the damage to 0, you can expend 1 Focus Point to redirect some of the attack's force. If you do so, choose a creature you can see within 5 feet of yourself if the attack was a melee attack or a creature you can see within 60 feet of yourself that isn't behind Total Cover if the attack was a ranged attack. That creature must succeed on a Dexterity saving throw or take damage equal to two rolls of your Martial Arts die plus your Dexterity modifier. The damage is the same type dealt by the attack.",,,monk,3,
monk-monk-subclass,5.5e,SRD,Monk Subclass,,"You gain a Monk subclass of your choice. The Warrior of the Open Hand subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Monk levels. For the rest of your career, you gain each of your subclass's features that are of your Monk level or lower.",,,monk,3,
monk-ability-score-improvement,5.5e,SRD,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Monk levels 8, 12, and 16.",,,monk,4,
monk-slow-fall,5.5e,SRD,Slow Fall,,You can take a Reaction when you fall to reduce any damage you take from the fall by an amount equal to five times your Monk level.,,,monk,4,
monk-extra-attack,5.5e,SRD,Extra Attack,,You can attack twice instead of once whenever you take the Attack action on your turn.,,,monk,5,
monk-stunning-strike,5.5e,SRD,Stunning Strike,,"Once per turn when you hit a creature with a Monk weapon or an Unarmed Strike, you can expend 1 Focus Point to attempt a stunning strike. The target must make a Constitution saving throw. On a failed save, the target has the Stunned condition until the start of your next turn. On a successful save, the target's Speed is halved until the start of your next turn, and the next attack roll made against the target before then has Advantage.",,,monk,5,
monk-empowered-strikes,5.5e,SRD,Empowered Strikes,,"Whenever you deal damage with your Unarmed Strike, it can deal your choice of Force damage or its normal damage type.",,,monk,6,
monk-evasion,5.5e,SRD,Evasion,,"When you're subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail.
You don't benefit from this feature if you have the Incapacitated condition.",,,monk,7,
monk-acrobatic-movement,5.5e,SRD,Acrobatic Movement,,"While you aren't wearing armor or wielding a Shield, you gain the ability to move along vertical surfaces and across liquids on your turn without falling during the movement.",,,monk,9,
monk-heightened-focus,5.5e,SRD,Heightened Focus,,"Your Flurry of Blows, Patient Defense, and Step of the Wind gain the following benefits.
**_Flurry of Blows._** You can expend 1 Focus Point to use Flurry of Blows and make three Unarmed Strikes with it instead of two.
**_Patient Defense._** When you expend a Focus Point to use Patient Defense, you gain a number of Temporary Hit Points equal to two rolls of your Martial Arts die.
**_Step of the Wind._** When you expend a Focus Point to use Step of the Wind, you can choose a willing creature within 5 feet of yourself that is Large or smaller. You move the creature with you until the end of your turn. The creature's movement doesn't provoke Opportunity Attacks.",,,monk,10,
monk-self-restoration,5.5e,SRD,Self-Restoration,,"Through sheer force of will, you can remove one of the following conditions from yourself at the end of each of your turns: Charmed, Frightened, or Poisoned.
In addition, forgoing food and drink doesn't give you levels of Exhaustion.",,,monk,10,
monk-deflect-energy,5.5e,SRD,Deflect Energy,,"You can now use your Deflect Attacks feature against attacks that deal any damage type, not just Bludgeoning, Piercing, or Slashing.",,,monk,13,
monk-disciplined-survivor,5.5e,SRD,Disciplined Survivor,,"Your physical and mental discipline grant you proficiency in all saving throws.
Additionally, whenever you make a saving throw and fail, you can expend 1 Focus Point to reroll it, and you must use the new roll.",,,monk,14,
monk-perfect-focus,5.5e,SRD,Perfect Focus,,"When you roll Initiative and don't use Uncanny Metabolism, you regain expended Focus Points until you have 4 if you have 3 or fewer.",,,monk,15,
monk-superior-defense,5.5e,SRD,Superior Defense,,"At the start of your turn, you can expend 3 Focus Points to bolster yourself against harm for 1 minute or until you have the Incapacitated condition. During that time, you have Resistance to all damage except Force damage.",,,monk,18,
monk-epic-boon,5.5e,SRD,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Irresistible Offense is recommended.",,,monk,19,
monk-body-and-mind,5.5e,SRD,Body and Mind,,"You have developed your body and mind to new heights. Your Dexterity and Wisdom scores increase by 4, to a maximum of 25.",,,monk,20,
paladin-lay-on-hands,5.5e,SRD,Lay On Hands,,"Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you finish a Long Rest. With that pool, you can restore a total number of Hit Points equal to five times your Paladin level.
As a Bonus Action, you can touch a creature (which could be yourself) and draw power from the pool of healing to restore a number of Hit Points to that creature, up to the maximum amount remaining in the pool.
You can also expend 5 Hit Points from the pool of healing power to remove the Poisoned condition from the creature; those points don't also restore Hit Points to the creature.",,,paladin,1,
paladin-spellcasting,5.5e,SRD,Spellcasting,,"You have learned to cast spells through prayer and meditation. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Paladin spells, which appear in the Paladin spell list later in the class's description.
**Spell Slots.** The Paladin Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.
**Prepared Spells of Level 1+.** You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Paladin spells. _Heroism_ and _Searing Smite_ are recommended.
The number of spells on your list increases as you gain Paladin levels, as shown in the Prepared Spells column of the Paladin Features table. Whenever that number increases, choose additional Paladin spells until the number of spells on your list matches the number in the Paladin Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Paladin, your list of prepared spells can include six Paladin spells of level 1 or 2 in any combination.
If another Paladin feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Paladin spells for you.
**Changing Your Prepared Spells.** Whenever you finish a Long Rest, you can replace one spell on your list with another Paladin spell for which you have spell slots.
**Spellcasting Ability.** Charisma is your spellcasting ability for your Paladin spells.
**Spellcasting Focus.** You can use a Holy Symbol as a Spellcasting Focus for your Paladin spells.",,,paladin,1,
paladin-weapon-mastery,5.5e,SRD,Weapon Mastery,,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your choice with which you have proficiency, such as Longswords and Javelins.
Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Halberds and Flails.",,,paladin,1,
paladin-fighting-style,5.5e,SRD,Fighting Style,,"You gain a Fighting Style feat of your choice (see ""Feats"" for feats). Instead of choosing one of those feats, you can choose the option below.
**Blessed Warrior.** You learn two Cleric cantrips of your choice (see the Cleric class's section for a list of Cleric spells). _Guidance_ and _Sacred Flame_ are recommended. The chosen cantrips count as Paladin spells for you, and Charisma is your spellcasting ability for them. Whenever you gain a Paladin level, you can replace one of these cantrips with another Cleric cantrip.",,,paladin,2,
paladin-paladins-smite,5.5e,SRD,Paladin's Smite,,"You always have the _Divine Smite_ spell prepared. In addition, you can cast it without expending a spell slot, but you must finish a Long Rest before you can cast it in this way again.",,,paladin,2,
paladin-channel-divinity,5.5e,SRD,Channel Divinity,,"You can channel divine energy directly from the Outer Planes, using it to fuel magical effects. You start with one such effect: Divine Sense, which is described below. Other Paladin features give additional Channel Divinity effect options. Each time you use this class's Channel Divinity, you choose which effect from this class to create.
You can use this class's Channel Divinity twice. You regain one of its expended uses when you finish a Short Rest, and you regain all expended uses when you finish a Long Rest. You gain an additional use when you reach Paladin level 11.
> ### Breaking Your Oath
>
> A Paladin tries to hold to the highest standards of conduct, but even the most dedicated are fallible. Sometimes a Paladin transgresses their oath.
>
> A Paladin who has broken a vow typically seeks absolution, spending an all-night vigil as a sign of penitence or undertaking a fast. After a rite of forgiveness, the Paladin starts fresh.
>
> If your Paladin unrepentantly violates their oath, talk to your GM. Your Paladin should probably take a more appropriate subclass or even abandon the class and adopt another one.
> If a Channel Divinity effect requires a saving throw, the DC equals the spell save DC from this class's Spellcasting feature.
_Divine Sense._ As a Bonus Action, you can open your awareness to detect Celestials, Fiends, and Undead. For the next 10 minutes or until you have the Incapacitated condition, you know the location of any creature of those types within 60 feet of yourself, and you know its creature type. Within the same radius, you also detect the presence of any place or object that has been consecrated or desecrated, as with the _Hallow_ spell.",,,paladin,3,
paladin-paladin-subclass,5.5e,SRD,Paladin Subclass,,"You gain a Paladin subclass of your choice. The Oath of Devotion subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Paladin levels. For the rest of your career, you gain each of your subclass's features that are of your Paladin level or lower.",,,paladin,3,
paladin-ability-score-improvement,5.5e,SRD,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Paladin levels 8, 12, and 16.",,,paladin,4,
paladin-extra-attack,5.5e,SRD,Extra Attack,,You can attack twice instead of once whenever you take the Attack action on your turn.,,,paladin,5,
paladin-faithful-steed,5.5e,SRD,Faithful Steed,,"You can call on the aid of an otherworldly steed. You always have the _Find Steed_ spell prepared.
You can also cast the spell once without expending a spell slot, and you regain the ability to do so when you finish a Long Rest.",,,paladin,5,
paladin-aura-of-protection,5.5e,SRD,Aura of Protection,,"You radiate a protective, unseeable aura in a 10-foot Emanation that originates from you. The aura is inactive while you have the Incapacitated condition.
You and your allies in the aura gain a bonus to saving throws equal to your Charisma modifier (minimum bonus of +1).
If another Paladin is present, a creature can benefit from only one Aura of Protection at a time; the creature chooses which aura while in them.",,,paladin,6,
paladin-abjure-foes,5.5e,SRD,Abjure Foes,,"As a Magic action, you can expend one use of this class's Channel Divinity to overwhelm foes with awe. As you present your Holy Symbol or weapon, you can target a number of creatures equal to your Charisma modifier (minimum of one creature) that you can see within 60 feet of yourself. Each target must succeed on a Wisdom saving throw or have the Frightened condition for 1 minute or until it takes any damage. While Frightened in this way, a target can do only one of the following on its turns: move, take an action, or take a Bonus Action.",,,paladin,9,
paladin-aura-of-courage,5.5e,SRD,Aura of Courage,,"You and your allies have Immunity to the Frightened condition while in your Aura of Protection. If a Frightened ally enters the aura, that condition has no effect on that ally while there.",,,paladin,10,
paladin-radiant-strikes,5.5e,SRD,Radiant Strikes,,"Your strikes now carry supernatural power. When you hit a target with an attack roll using a Melee weapon or an Unarmed Strike, the target takes an extra 1d8 Radiant damage.",,,paladin,11,
paladin-restoring-touch,5.5e,SRD,Restoring Touch,,"When you use Lay On Hands on a creature, you can also remove one or more of the following conditions from the creature: Blinded, Charmed, Deafened, Frightened, Paralyzed, or Stunned. You must expend 5 Hit Points from the healing pool of Lay On Hands for each of these conditions you remove; those points don't also restore Hit Points to the creature.",,,paladin,14,
paladin-aura-expansion,5.5e,SRD,Aura Expansion,,Your Aura of Protection is now a 30-foot Emanation.,,,paladin,18,
paladin-epic-boon,5.5e,SRD,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Truesight is recommended.",,,paladin,19,
ranger-spellcasting,5.5e,SRD,Spellcasting,,"You have learned to channel the magical essence of nature to cast spells. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Ranger spells, which appear in the Ranger spell list later in the class's description.
_Spell Slots._ The Ranger Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.
_Prepared Spells of Level 1+._ You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Ranger spells. _Cure Wounds_ and _Ensnaring Strike_ are recommended.
The number of spells on your list increases as you gain Ranger levels, as shown in the Prepared Spells column of the Ranger Features table. Whenever that number increases, choose additional Ranger spells until the number of spells on your list matches the number in the Ranger Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Ranger, your list of prepared spells can include six Ranger spells of level 1 or 2 in any combination.
If another Ranger feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Ranger spells for you.
_Changing Your Prepared Spells._ Whenever you finish a Long Rest, you can replace one spell on your list with another Ranger spell for which you have spell slots.
_Spellcasting Ability._ Wisdom is your spellcasting ability for your Ranger spells.
_Spellcasting Focus._ You can use a Druidic Focus as a Spellcasting Focus for your Ranger spells.",,,ranger,1,
ranger-favored-enemy,5.5e,SRD,Favored Enemy,,"You always have the _Hunter's Mark_ spell prepared. You can cast it twice without expending a spell slot, and you regain all expended uses of this ability when you finish a Long Rest.
The number of times you can cast the spell without a spell slot increases when you reach certain Ranger levels, as shown in the Favored Enemy column of the Ranger Features table.",,,ranger,1,
ranger-weapon-mastery,5.5e,SRD,Weapon Mastery,,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your
choice with which you have proficiency, such as Longbows and Shortswords.
Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Scimitars and Longswords.",,,ranger,1,
ranger-deft-explorer,5.5e,SRD,Deft Explorer,,"Thanks to your travels, you gain the following benefits.
_Expertise._ Choose one of your skill proficiencies with which you lack Expertise. You gain Expertise in that skill.
_Languages._ You know two languages of your choice from the language tables in ""Character Creation.""",,,ranger,2,
ranger-fighting-style,5.5e,SRD,Fighting Style,,"You gain a Fighting Style feat of your choice (see ""Feats""). Instead of choosing one of those feats, you can choose the option below.
_Druidic Warrior._ You learn two Druid cantrips of your choice (see the Druid class's section for a list of Druid spells). _Guidance_ and _Starry Wisp_ are recommended. The chosen cantrips count as Ranger spells for you, and Wisdom is your spellcasting ability for them. Whenever you gain a Ranger level, you can replace one of these cantrips with another Druid cantrip.",,,ranger,2,
ranger-ranger-subclass,5.5e,SRD,Ranger Subclass,,"You gain a Ranger subclass of your choice. The Hunter subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Ranger levels. For the rest of your career, you gain each of your subclass's features that are of your Ranger level or lower.",,,ranger,3,
ranger-ability-score-improvement,5.5e,SRD,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Ranger levels 8, 12, and 16.",,,ranger,4,
ranger-extra-attack,5.5e,SRD,Extra Attack,,You can attack twice instead of once whenever you take the Attack action on your turn.,,,ranger,5,
ranger-roving,5.5e,SRD,Roving,,Your Speed increases by 10 feet while you aren't wearing Heavy armor. You also have a Climb Speed and a Swim Speed equal to your Speed.,,,ranger,6,
ranger-expertise,5.5e,SRD,Expertise,,Choose two of your skill proficiencies with which you lack Expertise. You gain Expertise in those skills.,,,ranger,9,
ranger-tireless,5.5e,SRD,Tireless,,"Primal forces now help fuel you on your journeys, granting you the following benefits.
_Temporary Hit Points._ As a Magic action, you can give yourself a number of Temporary Hit Points equal to 1d8 plus your Wisdom modifier (minimum of 1). You can use this action a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a Long Rest.
_Decrease Exhaustion._ Whenever you finish a Short Rest, your Exhaustion level, if any, decreases by 1.",,,ranger,10,
ranger-relentless-hunter,5.5e,SRD,Relentless Hunter,,Taking damage can't break your Concentration on _Hunter's Mark_.,,,ranger,13,
ranger-natures-veil,5.5e,SRD,Nature's Veil,,"You invoke spirits of nature to magically hide yourself. As a Bonus Action, you can give yourself the Invisible condition until the end of your next turn. You can use this feature a number of times equal to your Wisdom modifier (minimum of once), and you regain all expended uses when you finish a Long Rest.",,,ranger,14,
ranger-precise-hunter,5.5e,SRD,Precise Hunter,,You have Advantage on attack rolls against the creature currently marked by your _Hunter's Mark_.,,,ranger,17,
ranger-feral-senses,5.5e,SRD,Feral Senses,,Your connection to the forces of nature grants you Blindsight with a range of 30 feet.,,,ranger,18,
ranger-epic-boon,5.5e,SRD,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of Dimensional Travel is recommended.",,,ranger,19,
ranger-foe-slayer,5.5e,SRD,Foe Slayer,,The damage die of your _Hunter's Mark_ is a d10 rather than a d6.,,,ranger,20,
rogue-expertise,5.5e,SRD,Expertise,,"You gain Expertise in two of your skill proficiencies of your choice. Sleight of Hand and Stealth are recommended if you have proficiency in them.
At Rogue level 6, you gain Expertise in two more of your skill proficiencies of your choice.",,,rogue,1,
rogue-sneak-attack,5.5e,SRD,Sneak Attack,,"You know how to strike subtly and exploit a foe's distraction. Once per turn, you can deal an extra 1d6 damage to one creature you hit with an attack roll if you have Advantage on the roll and the attack uses a Finesse or a Ranged weapon. The extra damage's type is the same as the weapon's type.
You don't need Advantage on the attack roll if at least one of your allies is within 5 feet of the target, the ally doesn't have the Incapacitated condition, and you don't have Disadvantage on the attack roll. The extra damage increases as you gain Rogue levels, as shown in the Sneak Attack column of the Rogue Features table.",,,rogue,1,
rogue-thieves-cant,5.5e,SRD,Thieves' Cant,,"You picked up various languages in the communities where you plied your roguish talents. You know Thieves' Cant and one other language of your choice, which you choose from the language tables in ""Character Creation.""",,,rogue,1,
rogue-weapon-mastery,5.5e,SRD,Weapon Mastery,,"Your training with weapons allows you to use the mastery properties of two kinds of weapons of your choice with which you have proficiency, such as Daggers and Shortbows.
Whenever you finish a Long Rest, you can change the kinds of weapons you chose. For example, you could switch to using the mastery properties of Scimitars and Shortswords.",,,rogue,1,
rogue-cunning-action,5.5e,SRD,Cunning Action,,"Your quick thinking and agility allow you to move and act quickly. On your turn, you can take one of the following actions as a Bonus Action: Dash, Disengage, or Hide.",,,rogue,2,
rogue-rogue-subclass,5.5e,SRD,Rogue Subclass,,"You gain a Rogue subclass of your choice. The Thief subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Rogue levels. For the rest of your career, you gain each of your subclass's features that are of your Rogue level or lower.",,,rogue,3,
rogue-steady-aim,5.5e,SRD,Steady Aim,,"As a Bonus Action, you give yourself Advantage on your next attack roll on the current turn. You can use this feature only if you haven't moved during this turn, and after you use it, your Speed is 0 until the end of the current turn.",,,rogue,3,
rogue-ability-score-improvement,5.5e,SRD,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Rogue levels 8, 10, 12, and 16.",,,rogue,4,
rogue-cunning-strike,5.5e,SRD,Cunning Strike,,"You've developed cunning ways to use your Sneak Attack. When you deal Sneak Attack damage, you can add one of the following Cunning Strike effects. Each effect has a die cost, which is the number of Sneak Attack damage dice you must forgo to add the effect. You remove the die before rolling, and the effect occurs immediately after the attack's damage is dealt. For example, if you add the Poison effect, remove 1d6 from the Sneak Attack's damage before rolling.
If a Cunning Strike effect requires a saving throw, the DC equals 8 plus your Dexterity modifier and Proficiency Bonus.
_Poison (Cost: 1d6)._ You add a toxin to your strike, forcing the target to make a Constitution saving throw. On a failed save, the target has the Poisoned condition for 1 minute. At the end of each of its turns, the Poisoned target repeats the save, ending the effect on itself on a success.
To use this effect, you must have a Poisoner's Kit on your person.
_Trip (Cost: 1d6)._ If the target is Large or smaller, it must succeed on a Dexterity saving throw or have the Prone condition.
_Withdraw (Cost: 1d6)._ Immediately after the attack, you move up to half your Speed without provoking Opportunity Attacks.",,,rogue,5,
rogue-uncanny-dodge,5.5e,SRD,Uncanny Dodge,,"When an attacker that you can see hits you with an attack roll, you can take a Reaction to halve the attack's damage against you (round down).",,,rogue,5,
rogue-evasion,5.5e,SRD,Evasion,,"You can nimbly dodge out of the way of certain dangers. When you're subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw and only half damage if you fail. You can't use this feature if you have the Incapacitated condition.",,,rogue,7,
rogue-reliable-talent,5.5e,SRD,Reliable Talent,,"Whenever you make an ability check that uses one of your skill or tool proficiencies, you can treat a d20 roll of 9 or lower as a 10.",,,rogue,7,
rogue-improved-cunning-strike,5.5e,SRD,Improved Cunning Strike,,"You can use up to two Cunning Strike effects when you deal Sneak Attack damage, paying the die cost for each effect.",,,rogue,11,
rogue-devious-strikes,5.5e,SRD,Devious Strikes,,"You've practiced new ways to use your Sneak Attack deviously. The following effects are now among your Cunning Strike options.
_Daze (Cost: 2d6)._ The target must succeed on a Constitution saving throw, or on its next turn, it can do only one of the following: move or take an action or a Bonus Action.
_Knock Out (Cost: 6d6)._ The target must succeed on a Constitution saving throw, or it has the Unconscious condition for 1 minute or until it takes any damage. The Unconscious target repeats the save at the end of each of its turns, ending the effect on itself on a success.
_Obscure (Cost: 3d6)._ The target must succeed on a Dexterity saving throw, or it has the Blinded condition until the end of its next turn.",,,rogue,14,
rogue-slippery-mind,5.5e,SRD,Slippery Mind,,Your cunning mind is exceptionally difficult to control. You gain proficiency in Wisdom and Charisma saving throws.,,,rogue,15,
rogue-elusive,5.5e,SRD,Elusive,,You're so evasive that attackers rarely gain the upper hand against you. No attack roll can have Advantage against you unless you have the Incapacitated condition.,,,rogue,18,
rogue-epic-boon,5.5e,SRD,Epic Boon,,"You gain an Epic Boon feat (see ""Feats"") or another feat of your choice for which you qualify. Boon of the Night Spirit is recommended.",,,rogue,19,
rogue-stroke-of-luck,5.5e,SRD,Stroke of Luck,,"You have a marvelous knack for succeeding when you need to. If you fail a D20 Test, you can turn the roll into a 20.
Once you use this feature, you can't use it again until you finish a Short or Long Rest.",,,rogue,20,
sorcerer-spellcasting,5.5e,SRD,Spellcasting,,"Drawing from your innate magic, you can cast spells. See ""Spells"" for the rules on spellcasting. The information below details how you use those rules with Sorcerer spells, which appear in the Sorcerer spell list later in the class's description.
_Cantrips._ You know four Sorcerer cantrips of your choice. _Light_, _Prestidigitation_, _Shocking Grasp_, and _Sorcerous Burst_ are recommended. Whenever you gain a Sorcerer level, you can replace one of your cantrips from this feature with another Sorcerer cantrip of your choice.
When you reach Sorcerer levels 4 and 10, you learn another Sorcerer cantrip of your choice, as shown in the Cantrips column of the Sorcerer Features table.
_Spell Slots._ The Sorcerer Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a Long Rest.
_Prepared Spells of Level 1+._ You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two level 1 Sorcerer spells. _Burning Hands_ and _Detect Magic_ are recommended.
The number of spells on your list increases as you gain Sorcerer levels, as shown in the Prepared Spells column of the Sorcerer Features table. Whenever that number increases, choose additional Sorcerer spells until the number of spells on your list matches the number in the Sorcerer Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 3 Sorcerer, your list of prepared spells can include six Sorcerer spells of level 1 or 2 in any combination.
If another Sorcerer feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Sorcerer spells for you.
_Changing Your Prepared Spells._ Whenever you gain a Sorcerer level, you can replace one spell on your list with another Sorcerer spell for which you have spell slots.
_Spellcasting Ability._ Charisma is your spellcasting ability for your Sorcerer spells.
_Spellcasting Focus._ You can use an Arcane Focus as a Spellcasting Focus for your Sorcerer spells.",,,sorcerer,1,
sorcerer-innate-sorcery,5.5e,SRD,Innate Sorcery,,"An event in your past left an indelible mark on you, infusing you with simmering magic. As a Bonus Action, you can unleash that magic for 1 minute, during which you gain the following benefits:
• The spell save DC of your Sorcerer spells increases by 1.
• You have Advantage on the attack rolls of Sorcerer spells you cast.
You can use this feature twice, and you regain all expended uses of it when you finish a Long Rest.",,,sorcerer,1,
sorcerer-font-of-magic,5.5e,SRD,Font of Magic,,"You can tap into the wellspring of magic within yourself. This wellspring is represented by Sorcery Points, which allow you to create a variety of magical effects.
You have 2 Sorcery Points, and you gain more as you reach higher levels, as shown in the Sorcery Points column of the Sorcerer Features table. You can't have more Sorcery Points than the number shown in the table for your level. You regain all expended Sorcery Points when you finish a Long Rest.
You can use your Sorcery Points to fuel the options below, along with other features, such as Metamagic, that use those points.
_Converting Spell Slots to Sorcery Points._ You can expend a spell slot to gain a number of Sorcery Points equal to the slot's level (no action required).
_Creating Spell Slots._ As a Bonus Action, you can transform unexpended Sorcery Points into one spell slot. The Creating Spell Slots table shows the cost of creating a spell slot of a given level, and it lists the minimum Sorcerer level you must be to create a slot. You can create a spell slot no higher than level 5.
Any spell slot you create with this feature vanishes when you finish a Long Rest.
**Creating Spell Slots**
<table>
<thead>
<tr>
<th>Spell Slot Level</th>
<th>Sorcery Point Cost</th>
<th>Min. Sorcerer Level</th>
</tr>
</thead>
<tbody>
<tr>
<td>1</td>
<td>2</td>
<td>2</td>
</tr>
<tr>
<td>2</td>
<td>3</td>
<td>3</td>
</tr>
<tr>
<td>3</td>
<td>5</td>
<td>5</td>
</tr>
<tr>
<td>4</td>
<td>6</td>
<td>7</td>
</tr>
<tr>
<td>5</td>
<td>7</td>
<td>9</td>
</tr>
</tbody>
</table>",,,sorcerer,2,
sorcerer-metamagic,5.5e,SRD,Metamagic,,"Because your magic flows from within, you can alter your spells to suit your needs; you gain two Metamagic options of your choice from ""Metamagic Options"" later in this class's description. You use the chosen options to temporarily modify spells you cast. To use an option, you must spend the number of Sorcery Points that it costs.
You can use only one Metamagic option on a spell when you cast it unless otherwise noted in one of those options.
Whenever you gain a Sorcerer level, you can replace one of your Metamagic options with one you don't know. You gain two more options at Sorcerer level 10 and two more at Sorcerer level 17.",,,sorcerer,2,
sorcerer-sorcerer-subclass,5.5e,SRD,Sorcerer Subclass,,"You gain a Sorcerer subclass of your choice. The Draconic Sorcery subclass is detailed after this class's description. A subclass is a specialization that grants you features at certain Sorcerer levels. For the rest of your career, you gain each of your subclass's features that are of your Sorcerer level or lower.",,,sorcerer,3,
sorcerer-ability-score-improvement,5.5e,SRD,Ability Score Improvement,,"You gain the Ability Score Improvement feat (see ""Feats"") or another feat of your choice for which you qualify. You gain this feature again at Sorcerer levels 8, 12, and 16.",,,sorcerer,4,
